"UTC Time","Local Time","[SS] GPS Lat (d°m'S" H)","[SS] GPS Lon (d°m'S" H)","[SS] Location (City, Country)","[SS] SOG (kts)","[SS] COG (°T)","[SS] Dst. from last entry (miles)","[SS] Cumulative Dst. (miles)","[NM] True Hdg. (°)","[NM] TWS (kts)","[NM] TWD (°)","[NM] AWS (kts)","[NM] AWA (Relative °)","[NM] GPS Lat (d°m'S" H)","[NM] GPS Lon (d°m'S" H)","[NM] Water Temp. (°C)","[NM] Depth (m)","[NM] SOG (kts)","[NM] SOW (kts)","[NM] Dst. from last entry (miles)","[NM] Cumulative Dst. (miles)","[GX] Active Input source","[GX] Grid 1 power (W)","[GX] Generator 1 power (W)","[GX] AC Input 1 Voltage (V)","[GX] AC Input 1 Current (A)","[GX] AC Input 1 Frequency (Hz)","[GX] VE.Bus State","[GX] AC Consumption (W)","[GX] Batt. Voltage (V)","[GX] Batt. Current (A)","[GX] Batt. Power (W)","[GX] Batt. SOC","[GX] Batt. state","[GX] PV Power (W)","[GX] PV Current (A)","[GX] Strt. Batt. Voltage (V)","[GX] Tank 1 lvl (%)","[GX] Tank 1 Type","[GX] Tank 2 lvl (%)","[GX] Tank 2 Type"
"2023-04-21 04:35:11","2023-04-21 06:35:11","39°7'32.29" N","9°30'16.75" E",", Italia","2.22","0.0","N/A","N/A","216","5.9","36","6.7","166","39°7'32.17" N","9°30'16.76" E","39.9","5.8","2.3","0.1","N/A","N/A","Not Connected","0","0","0.0","0.0","0.0","Off","0","12.6","-4.1","-52","92","discharging","0","0.0","14.14","99","Fuel","100","Fresh water"
"2023-04-21 04:50:11","2023-04-21 06:50:11","39°6'24.97" N","9°29'34.48" E",", Italia","4.933","180.36","1.2","1.2","179","6.6","73","6.6","-80","39°6'24.91" N","9°29'34.72" E","39.9","34.0","4.2","5.1","1.2","1.2","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.9","16.7","232","93","charging","8","0.5","13.87","98","Fuel","100","Fresh water"
"2023-04-21 05:05:12","2023-04-21 07:05:12","39°5'10.17" N","9°30'21.69" E",", Italia","5.606","132.43","1.4","2.6","128","8.0","49","10.8","-48","39°5'10.04" N","9°30'21.91" E","39.9","45.7","6.2","6.2","1.4","2.6","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.9","14.1","196","94","charging","25","1.8","13.86","98","Fuel","100","Fresh water"
"2023-04-21 05:20:14","2023-04-21 07:20:14","39°4'30.31" N","9°32'12.05" E",", Italia","6.351","108.14","1.6","4.2","95","12.2","30","14.1","-54","39°4'30.14" N","9°32'12.03" E","N/A","40.6","5.6","5.8","1.6","4.2","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.0","14.2","198","95","charging","20","1.4","13.88","98","Fuel","100","Fresh water"
"2023-04-21 05:35:14","2023-04-21 07:35:14","39°4'19.4" N","9°34'5.92" E",", Italia","4.874","94.98","1.5","5.7","80","13.2","20","16.8","-45","39°4'19.55" N","9°34'6.23" E","N/A","166.0","5.2","6.0","1.5","5.7","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.5","2.9","39","95","charging","26","1.9","13.55","99","Fuel","100","Fresh water"
"2023-04-21 05:50:16","2023-04-21 07:50:16","39°4'13.61" N","9°35'48.41" E",", Italia","5.64","92.21","1.3","7.0","79","14.1","16","17.5","-48","39°4'13.61" N","9°35'48.38" E","N/A","69.6","5.4","6.0","1.3","7.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.7","7.1","97","100","charging","38","2.8","13.5","99","Fuel","100","Fresh water"
"2023-04-21 06:05:17","2023-04-21 08:05:17","39°4'5.6" N","9°37'30.73" E",", Italia","4.852","99.02","1.3","8.3","78","12.0","9","14.0","-56","39°4'6.34" N","9°37'24.74" E","N/A","45.8","5.1","5.5","1.3","8.3","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.3","-1.3","-17","100","idle","38","2.9","13.06","99","Fuel","100","Fresh water"
"2023-04-21 06:20:18","2023-04-21 08:20:18","39°3'53.5" N","9°39'5.13" E",", Italia","5.564","98.12","1.2","9.5","77","13.1","353","14.4","-65","39°3'53.44" N","9°39'5.38" E","N/A","73.5","5.1","5.3","1.3","9.6","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.2","0.0","0","100","idle","68","5.1","13.09","99","Fuel","100","Fresh water"
"2023-04-21 06:35:19","2023-04-21 08:35:19","39°3'42.11" N","9°40'32.15" E",", Italia","4.554","97.64","1.1","10.6","78","12.3","357","13.3","-66","39°3'42.17" N","9°40'32.05" E","N/A","156.6","4.7","4.9","1.1","10.7","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.2","-2.7","-36","100","discharging","74","5.6","13.09","98","Fuel","100","Fresh water"
"2023-04-21 06:50:21","2023-04-21 08:50:21","39°3'29.04" N","9°41'48.79" E",", Italia","4.86","104.44","1.0","11.6","84","13.0","8","14.4","-63","39°3'29.12" N","9°41'48.66" E","N/A","156.6","3.8","4.4","1.0","11.7","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.1","-2.9","-38","100","discharging","83","6.3","13.08","99","Fuel","100","Fresh water"
"2023-04-21 07:05:22","2023-04-21 09:05:22","39°3'14.97" N","9°43'1.05" E",", Italia","7.127","97.55","1.0","12.6","82","10.8","3","12.4","-60","39°3'14.95" N","9°43'0.71" E","N/A","79.1","5.1","5.2","1.0","12.7","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.1","-4.0","-53","100","discharging","68","3.6","14.15","99","Fuel","100","Fresh water"
"2023-04-21 07:20:23","2023-04-21 09:20:23","39°2'56.44" N","9°44'42.42" E",", Italia","5.045","107.69","1.4","14.0","90","9.7","13","11.9","-54","39°2'56.68" N","9°44'42.18" E","N/A","79.1","4.8","5.4","1.4","14.1","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","11.6","166","100","charging","84","5.9","14.02","99","Fuel","100","Fresh water"
"2023-04-21 07:35:24","2023-04-21 09:35:24","39°2'41.71" N","9°45'55.94" E",", Italia","6.022","98.11","1.0","15.0","92","9.5","45","12.9","-34","39°2'37.9" N","9°46'13.58" E","N/A","79.1","4.2","4.8","1.2","15.3","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","10.1","145","100","charging","77","5.4","14.02","99","Fuel","100","Fresh water"
"2023-04-21 07:50:25","2023-04-21 09:50:25","39°2'23.62" N","9°47'22.16" E",", Italia","4.859","98.97","1.2","16.2","90","12.8","40","16.9","-38","39°2'19.11" N","9°47'42.68" E","N/A","161.2","5.1","5.0","1.2","16.5","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","8.5","122","100","charging","44","3.1","14.0","99","Fuel","100","Fresh water"
"2023-04-21 08:05:26","2023-04-21 10:05:26","39°2'4.63" N","9°48'49.02" E",", Italia","4.588","97.47","1.2","17.4","90","7.3","42","11.3","-30","39°2'0.38" N","9°49'8.63" E","N/A","49.9","4.6","5.1","1.2","17.7","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","7.1","102","100","charging","10","0.7","14.03","99","Fuel","100","Fresh water"
"2023-04-21 08:20:27","2023-04-21 10:20:27","39°1'41.64" N","9°50'41.13" E",", Italia","4.556","103.54","1.5","18.9","88","8.6","39","12.8","-32","39°1'41.66" N","9°50'41.29" E","N/A","134.6","5.1","5.0","1.2","18.9","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","6.1","87","100","charging","0","0.0","14.04","98","Fuel","100","Fresh water"
"2023-04-21 08:35:29","2023-04-21 10:35:29","39°1'30.82" N","9°51'35.4" E",", Italia","3.456","111.32","0.7","19.6","93","7.5","55","11.9","-24","39°1'24.8" N","9°52'0.22" E","N/A","45.4","4.8","4.9","1.1","20.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","5.2","74","100","charging","0","0.0","14.05","98","Fuel","100","Fresh water"
"2023-04-21 08:50:30","2023-04-21 10:50:30","39°1'9.57" N","9°52'57.02" E",", Italia","3.453","109.6","1.1","20.7","95","10.9","32","13.3","-51","39°1'4.94" N","9°53'13.84" E","N/A","82.9","4.7","4.9","1.0","21.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","4.6","66","100","charging","0","0.0","14.09","99","Fuel","100","Fresh water"
"2023-04-21 09:05:31","2023-04-21 11:05:31","39°0'43.5" N","9°54'27.91" E",", Italia","4.51","119.52","1.3","22.0","96","8.2","27","10.2","-43","39°0'43.56" N","9°54'28.24" E","N/A","82.9","4.0","4.7","1.0","22.0","","0","0","0.0","0.0","0.0","Off","0","14.3","4.0","57","100","charging","0","0.0","14.1","99","Fuel","100","Fresh water"
"2023-04-21 09:20:33","2023-04-21 11:20:33","39°0'23.26" N","9°55'41.75" E",", Italia","4.915","101.05","1.0","23.0","95","9.8","4","10.4","-60","39°0'22.71" N","9°55'44.16" E","N/A","72.4","3.9","5.2","1.0","23.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","3.7","52","100","charging","0","0.0","14.1","99","Fuel","100","Fresh water"
"2023-04-21 09:35:35","2023-04-21 11:35:35","39°0'2.93" N","9°57'6.28" E",", Italia","6.127","109.79","1.1","24.1","94","8.4","30","11.5","-41","39°0'2.81" N","9°57'6.76" E","N/A","164.3","5.0","5.5","1.1","24.1","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","3.2","47","100","charging","0","0.0","14.1","99","Fuel","100","Fresh water"
"2023-04-21 09:50:36","2023-04-21 11:50:36","38°59'48.49" N","9°58'5.03" E",", Italia","4.945","107.41","0.8","24.9","96","13.2","0","12.6","-68","38°59'41.14" N","9°58'36.26" E","N/A","93.8","4.3","5.7","1.2","25.3","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","3.0","43","100","charging","0","0.0","14.11","99","Fuel","100","Fresh water"
"2023-04-21 10:05:38","2023-04-21 12:05:38","38°59'24.12" N","9°59'44.92" E",", Italia","3.983","111.68","1.4","26.3","95","8.3","56","13.6","-28","38°59'19.58" N","10°0'2.8" E","N/A","42.7","4.4","5.5","1.2","26.5","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","2.7","39","100","charging","0","0.0","14.11","99","Fuel","100","Fresh water"
"2023-04-21 10:20:39","2023-04-21 12:20:39","38°59'2." N","10°1'9.4" E",", Italia","4.479","107.74","1.2","27.5","94","8.2","49","13.1","-30","38°58'57.56" N","10°1'26.47" E","N/A","41.3","4.8","5.5","1.1","27.6","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","2.6","37","100","charging","0","0.0","14.12","97","Fuel","100","Fresh water"
"2023-04-21 10:35:41","2023-04-21 12:35:41","38°58'42.4" N","10°2'25.56" E",", Italia","5.092","114.61","1.0","28.5","95","9.1","29","11.9","-48","38°58'35.66" N","10°2'56.27" E","N/A","38.8","4.9","6.0","1.2","28.8","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","2.4","34","100","charging","0","0.0","14.11","97","Fuel","100","Fresh water"
"2023-04-21 10:50:42","2023-04-21 12:50:42","38°58'22.21" N","10°4'1.45" E",", Italia","5.397","101.0","1.3","29.8","96","15.7","347","13.9","-88","38°58'16.64" N","10°4'29.69" E","N/A","43.2","4.9","6.2","1.3","30.1","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","2.3","32","100","charging","0","0.0","14.12","99","Fuel","100","Fresh water"
"2023-04-21 11:05:44","2023-04-21 13:05:44","38°58'4.2" N","10°5'29.92" E",", Italia","5.299","108.94","1.2","31.0","95","8.2","18","10.9","-46","38°57'56.9" N","10°6'5.34" E","N/A","59.7","5.6","5.9","1.3","31.4","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","2.1","32","100","charging","0","0.0","14.07","98","Fuel","100","Fresh water"
"2023-04-21 11:20:46","2023-04-21 13:20:46","38°57'41.62" N","10°7'21.78" E",", Italia","5.058","103.99","1.5","32.5","95","12.0","10","13.7","-61","38°57'37.18" N","10°7'44.96" E","N/A","37.2","5.3","6.4","1.3","32.7","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","2.0","29","100","idle","0","0.0","14.07","97","Fuel","100","Fresh water"
"2023-04-21 11:35:47","2023-04-21 13:35:47","38°57'22.06" N","10°9'5.53" E",", Italia","4.762","104.68","1.4","33.9","94","12.5","358","12.9","-70","38°57'19." N","10°9'24.6" E","N/A","193.2","5.8","6.4","1.3","34.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.3","1.9","27","100","idle","0","0.0","14.09","95","Fuel","100","Fresh water"
"2023-04-21 11:50:48","2023-04-21 13:50:48","38°57'7.54" N","10°10'33.75" E",", Italia","5.341","104.8","1.2","35.1","96","10.2","11","12.2","-53","38°57'2.48" N","10°11'7.04" E","N/A","102.0","5.6","6.2","1.4","35.4","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","1.8","26","100","idle","0","0.0","14.13","92","Fuel","100","Fresh water"
"2023-04-21 12:05:49","2023-04-21 14:05:49","38°56'51.19" N","10°12'27.79" E",", Italia","4.865","87.81","1.5","36.6","96","12.9","25","16.1","-51","38°56'47.52" N","10°12'55.63" E","N/A","34.7","5.6","6.5","1.4","36.8","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","1.9","26","100","idle","0","0.0","14.13","90","Fuel","100","Fresh water"
"2023-04-21 12:20:51","2023-04-21 14:20:51","38°56'35.58" N","10°14'18.95" E",", Italia","7.035","101.33","1.5","38.1","94","9.4","25","13.9","-39","38°56'32.25" N","10°14'45.61" E","N/A","178.3","5.6","5.9","1.5","38.3","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","1.8","26","100","idle","0","0.0","14.13","95","Fuel","100","Fresh water"
"2023-04-21 12:35:52","2023-04-21 14:35:52","38°56'20.02" N","10°16'3.35" E",", Italia","5.943","99.8","1.4","39.5","93","11.7","12","13.6","-37","38°56'16.59" N","10°16'31.15" E","N/A","162.5","5.6","6.3","1.4","39.7","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","1.7","24","100","idle","0","0.0","14.13","92","Fuel","100","Fresh water"
"2023-04-21 12:50:54","2023-04-21 14:50:54","38°56'1.77" N","10°17'58.19" E",", Italia","5.959","101.11","1.5","41.0","93","11.3","31","15.8","-41","38°55'58.4" N","10°18'17.02" E","N/A","63.0","5.6","6.4","1.4","41.1","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","1.8","26","100","idle","0","0.0","14.14","97","Fuel","100","Fresh water"
"2023-04-21 13:05:56","2023-04-21 15:05:56","38°55'45.91" N","10°19'28.79" E",", Italia","5.844","101.45","1.2","42.2","95","13.8","32","17.2","-49","38°55'39.73" N","10°20'6.7" E","N/A","83.0","5.9","6.5","1.5","42.6","Not Connected","0","0","0.0","0.0","0.0","Off","0","14.4","1.7","24","100","idle","0","0.0","14.12","97","Fuel","100","Fresh water"
"2023-04-21 13:20:57","2023-04-21 15:20:57","38°55'23.13" N","10°21'27.95" E",", Italia","6.374","106.1","1.6","43.8","100","12.7","17","16.7","-40","38°55'17.16" N","10°21'53.18" E","N/A","41.3","6.1","6.8","1.4","44.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.4","6","100","idle","0","0.0","14.11","98","Fuel","100","Fresh water"
"2023-04-21 13:35:59","2023-04-21 15:35:59","38°54'59.78" N","10°23'7.34" E",", Italia","6.466","106.39","1.4","45.2","101","11.1","40","15.3","-43","38°54'51.11" N","10°23'44.8" E","N/A","48.8","6.1","6.5","1.5","45.5","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.1","1","100","idle","0","0.0","14.1","98","Fuel","100","Fresh water"
"2023-04-21 13:51:00","2023-04-21 15:51:00","38°54'30.71" N","10°25'9.83" E",", Italia","6.015","104.46","1.7","46.9","99","9.3","35","13.1","-40","38°54'24.77" N","10°25'35.29" E","N/A","80.9","5.7","6.1","1.5","47.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.5","7","100","idle","0","0.0","14.1","99","Fuel","100","Fresh water"
"2023-04-21 14:06:02","2023-04-21 16:06:02","38°54'5.76" N","10°26'54.38" E",", Italia","5.893","107.55","1.4","48.3","99","12.3","19","14.6","-52","38°53'59.11" N","10°27'24.09" E","N/A","61.5","6.4","6.9","1.5","48.5","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.6","8","100","idle","1","0.1","14.09","99","Fuel","100","Fresh water"
"2023-04-21 14:21:03","2023-04-21 16:21:03","38°53'41.83" N","10°28'38.12" E",", Italia","6.077","110.53","1.4","49.7","99","11.0","45","16.2","-36","38°53'34.21" N","10°29'13.76" E","N/A","41.5","6.1","6.7","1.5","50.0","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.8","11","100","idle","1","0.1","14.14","99","Fuel","100","Fresh water"
"2023-04-21 14:36:05","2023-04-21 16:36:05","38°53'15.36" N","10°30'36.5" E",", Italia","5.735","104.5","1.6","51.3","99","10.4","32","14.4","-42","38°53'10.28" N","10°30'59.95" E","N/A","63.1","5.6","6.2","1.4","51.4","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.5","7","100","idle","1","0.1","14.16","98","Fuel","100","Fresh water"
"2023-04-21 14:51:06","2023-04-21 16:51:06","38°52'51.8" N","10°32'25.85" E",", Italia","6.121","103.6","1.5","52.8","101","10.7","35","14.5","-44","38°52'47.12" N","10°32'50.49" E","N/A","46.4","5.8","6.7","1.5","52.9","Not Connected","0","0","0.0","0.0","0.0","","0","13.8","0.6","8","100","idle","1","0.1","14.15","98","Fuel","100","Fresh water"
"2023-04-21 15:06:08","2023-04-21 17:06:08","38°52'30.48" N","10°34'6.35" E",", Italia","5.537","103.56","1.4","54.2","101","12.9","24","16.6","-53","38°52'24.46" N","10°34'36.39" E","N/A","46.4","5.8","6.6","1.4","54.3","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.6","8","100","idle","0","0.0","14.14","98","Fuel","100","Fresh water"
"2023-04-21 15:21:09","2023-04-21 17:21:09","38°52'9.49" N","10°35'56.26" E",", Italia","6.502","102.69","1.5","55.7","100","13.9","18","15.6","-53","38°52'3.34" N","10°36'27.68" E","N/A","35.0","5.9","6.5","1.5","55.8","Not Connected","0","0","0.0","0.0","0.0","Off","0","13.8","0.4","6","100","idle","1","0.1","14.14","99","Fuel","100","Fresh water"
